ID,language,macroarea,glottocode,ISO6393,Latitude,Longitude,level,category,subclassification,aes,med,medovertime,bib,classification,family
nort3157,North Masa,Africa,nort3157,NA,10.082635444444444,15.16496888888889,family,Family,"(((mono1279:1)marb1239:1,(bong1299:1,jara1273:1,leww1238:1,peee1242:1,peho1238:1)muse1242:1)marb1245:1,(gize1234:1,hama1241:1,(bana1304:1,bong1298:1,budu1264:1,bugu1248:1,(giza1238:1,wina1241:1)cent2188:1,guma1259:1,(domo1238:1,wali1272:1,yagw1244:1)west2705:1)masa1322:1)masa1329:1,(zuma1239:1)uncl1546:1)nort3157:1;",NA,NA,NA,NA,afro1255/chad1250/masa1323,Afro-Asiatic
east2640,East Chadic A,Africa,east2640,NA,9.846562638888887,16.3495075,family,Family,"((gada1262:1,((mire1238:1,(ndam1252:1,ndam1253:1)ndam1251:1,(modd1238:1,nucl1676:1)tuma1260:1)ndam1255:1,(saru1245:1,somr1248:1)sarw1240:1)east2643:1)east2775:1,((lele1276:1,nanc1253:1)east2721:1,((gabr1253:1,(buru1318:1,kimr1242:1,tchi1253:1)kimr1241:1)gabr1256:1,(gabl1238:1)kaba1292:1,(gabr1254:1,moon1238:1,nucl1677:1)toba1280:1)east2722:1)east2645:1,((nyim1250:1)kera1255:1,(aloa1239:1,gaya1250:1,kawa1287:1,mind1262:1,mobo1238:1,ngam1281:1,nucl1675:1,tcha1244:1)kwan1285:1)east2641:1)east2640:1;",NA,NA,NA,NA,afro1255/chad1250/east2632,Afro-Asiatic
east2633,East Chadic B,Africa,east2633,NA,11.684507462962962,18.48334238888889,family,Family,"((((guil1240:1,jalk1246:1)cent2362:1,komi1275:1)bare1279:1,saka1296:1)bara1406:1,((((abgu1238:1,agra1238:1,dugu1257:1,east2639:1)birg1239:1,(koff1242:1,mogu1254:1,mogu1253:1,mogu1252:1)mogu1251:1,tora1267:1)birg1240:1,((biga1242:1,gara1267:1,jekk1238:1,nalg1238:1,oboy1238:1)bidi1241:1,(cent2187:1,east2637:1,west2704:1)dang1274:1,(damb1250:1,doga1242:1,gami1251:1,nucl1674:1)miga1249:1,((doug1241:1,musu1240:1)jonk1238:1)unun9877:1)dang1276:1,mabi1242:1)dang1275:1,(kaja1254:1,masm1239:1,mubi1246:1,zire1244:1)mubi1247:1)east2709:1,(mawa1270:1,((boor1242:1,milt1241:1)milt1242:1,(saba1276:1,(beda1245:1,nucl1673:1)soko1263:1,tamk1242:1)saba1281:1)soko1265:1,ubii1238:1)east2710:1,(doli1242:1,gugi1238:1,mezi1238:1,moki1243:1,mori1277:1,segi1242:1)muku1242:1)east2633:1;",NA,NA,NA,NA,afro1255/chad1250/east2632,Afro-Asiatic
west2790,West Chadic B,Africa,west2790,NA,11.101547006925056,10.083198669978788,family,Family,"((duwa1244:1,(ngiz1242:1,((gash1250:1,sout3053:1,west2711:1)bade1248:1,(auyo1240:1,tesh1239:1)shir1276:1)shir1274:1)ngiz1243:1)west2710:1,(diri1259:1,(((dems1243:1,fais1241:1,fede1238:1,furs1241:1)miya1266:1,(kari1316:1,(gala1263:1,warj1256:1)warj1253:1)warj1255:1)warj1254:1,ciwo1236:1,mbur1239:1,(ajaw1236:1,paaa1242:1,siri1278:1)west2998:1,zumb1240:1)nucl1830:1)west2712:1,(((bogh1241:1,(kirb1236:1,mang1416:1)kirm1251:1)bogh1240:1,((dook1241:1,garr1238:1,gaya1251:1,kara1505:1,kuuk1242:1,lung1252:1,mbaa1250:1)guru1271:1,(zumo1248:1)jimi1255:1,(juuu1243:1,(tala1295:1,zang1255:1)tala1298:1)tala1296:1)guru1272:1)sout3161:1,(((zara1252:1,(bolu1244:1,geji1247:1,pelu1234:1)nucl1692:1)geji1246:1,(luri1256:1,(buli1260:1,polc1243:1,((bara1394:1,dirr1240:1,lang1332:1)lund1276:1,zull1239:1)zuli1234:1)polc1245:1)nyam1284:1)nort3190:1,((durr1240:1,wand1279:1,zodi1234:1,zumb1241:1)dass1243:1,(dyar1234:1,(sigi1234:1,(gamb1260:1,kall1245:1,lere1243:1,lusa1234:1)zaar1253:1,zaks1239:1)saya1246:1,(boto1248:1,nucl1694:1)zari1242:1)zaks1240:1,(lush1256:1,(dans1239:1,nucl1693:1,zeem1242:1)nucl1831:1)zeem1243:1)sout3170:1)sout3162:1)west2800:1)west2790:1;",NA,NA,NA,NA,afro1255/chad1250/west2785,Afro-Asiatic
west2714,West Chadic A,Africa,west2714,NA,9.782127627235491,9.153283277268336,family,Family,"(((gwan1271:1,gwan1272:1,gwan1270:1,gwan1273:1,gwan1269:1,nimb1261:1)gwan1268:1,(ader1239:1,dama1277:1,dawr1243:1,(hade1247:1,kano1249:1,kata1274:1)east2650:1,gaya1252:1,kurf1238:1,(araw1280:1,arew1238:1)nort3050:1,(adar1242:1,gobi1238:1,kats1239:1,kebb1238:1,soko1264:1,zamf1238:1)west2719:1)haus1257:1)west2718:1,((((birk1246:1,jala1241:1,kwar1243:1)kare1348:1,((gala1264:1,(((bara1395:1,fika1238:1)daza1244:1,giiw1236:1)giiw1237:1,((beel1236:1,(fika1239:1,gada1263:1)nucl1695:1)bola1254:1,ngam1282:1)ngam1283:1)kirf1234:1)gala1265:1,((gera1246:1,(duur1238:1,gams1239:1,summ1239:1)geru1240:1)gera1248:1,(deno1239:1,kubi1239:1)kubi1240:1)gera1247:1)nucl1735:1,(bure1242:1,(kuns1242:1)khol1240:1,maak1236:1,nyam1285:1)unun9876:1)bole1261:1,((gasi1239:1,shan1290:1,shel1247:1)dera1248:1,(kush1236:1,(pero1241:1,(kwon1238:1,piya1246:1)piya1245:1)pero1242:1,((kutt1236:1,kwaa1269:1)kwam1256:1,(bili1259:1,kalt1239:1,shon1256:1,ture1239:1)nucl1696:1)tang1378:1)tang1367:1)tang1366:1)west2715:1,(beln1234:1,(goem1240:1,(balt1262:1,nucl1699:1)mont1280:1,((koen1239:1,pyap1239:1)piap1250:1,tall1250:1)tali1264:1,yiwo1237:1)anga1311:1,((chak1276:1,mush1239:1)cakf1236:1,(jort1240:1,nucl1698:1,((bwol1240:1,gwor1239:1)bwal1234:1,jiby1234:1,jipa1239:1,dimm1243:1,kwag1238:1,mirr1240:1)kofy1242:1)kofy1244:1,(doka1247:1)mish1244:1)kofy1243:1,(mupu1234:1,pany1246:1,taka1269:1)mwag1236:1,(hill1255:1,plai1263:1)ngas1240:1)west2717:1)west2799:1,((fyer1241:1,tamb1267:1)fyer1240:1,((kamw1240:1,rich1238:1,toff1238:1)kule1247:1,mang1417:1,(duhw1236:1,mund1334:1)mund1337:1,(bokk1242:1,daff1239:1)ronn1241:1,shaa1247:1)roni1235:1)west2716:1)west2714:1;",NA,NA,NA,NA,afro1255/chad1250/west2785,Afro-Asiatic
sout3145,South Biu-Mandara,Africa,sout3145,NA,10.465992866176952,13.123967634720142,family,Family,"((((baca1245:1,muly1238:1,opal1238:1,wadu1238:1)baca1246:1,(dems1242:1,garo1255:1,jira1247:1,kobo1254:1,mala1531:1,ndee1246:1,riba1250:1,wadi1258:1,zumu1241:1)bata1314:1)bata1320:1,(((fali1285:1,(fali1289:1,fali1286:1,fali1287:1,fali1288:1)gude1246:1)fali1290:1,(djim1239:1,jimo1235:1,mala1532:1,wadi1259:1,zumo1247:1)jimi1254:1,zizi1238:1)gude1248:1,(holm1250:1,(dede1238:1,hood1240:1,lovi1238:1,maga1269:1,maih1239:1,muti1238:1,nggw1243:1,paka1255:1,roge1238:1)nzan1240:1)nzan1241:1,(shar1249:1,tsuv1243:1)shar1250:1)gude1247:1,(kumb1278:1)gudu1250:1,ngwa1251:1)bium1271:1,((buwa1243:1,gava1241:1)buwa1244:1,((nive1238:1,polo1246:1)nucl1683:1,(kola1291:1,musg1253:1)maza1304:1)daba1262:1,mbed1242:1,(besl1239:1,gamd1238:1,jing1267:1)mina1276:1)bium1274:1,(((koza1239:1,ldam1238:1,moko1255:1,moko1256:1,ouza1238:1)cent2189:1,(roua1238:1,soul1242:1)east2648:1,nucl1678:1,(mago1253:1,mavo1238:1)west2706:1)mafa1239:1,(cuvo1236:1,(muhu1241:1,nucl1679:1,sera1269:1,shug1252:1)mefe1242:1)mefe1243:1)mata1311:1,suku1272:1,((boga1251:1,(gabi1247:1,nucl1684:1)gaan1243:1,hwan1240:1)east2649:1,(jara1274:1,(bura1293:1,nyim1251:1,pidl1239:1)tera1251:1)west2707:1)bium1275:1)sout3145:1;",NA,NA,NA,NA,afro1255/chad1250/bium1280,Afro-Asiatic
unun9878,Unclassified Biu-Mandara,Africa,unun9878,NA,11.7992,14.5794,family,Pseudo_Family,(jilb1238:1)unun9878:1;,NA,NA,NA,NA,afro1255/chad1250/bium1280,Afro-Asiatic
nort3156,North Biu-Mandara,Africa,nort3156,NA,10.964709140081244,14.427040976722282,family,Family,"((lamm1244:1)gida1247:1,(hyaa1239:1,((gamb1258:1,gili1246:1)bana1305:1,(kamw1239:1,kiry1234:1)higi1242:1)nkaf1238:1,(nucl1685:1,wula1250:1,zlen1238:1)psik1239:1)higi1241:1,((kuri1265:1,nort3049:1,nucl1686:1,sout3052:1)budu1265:1,((affa1240:1,logo1274:1,logo1273:1)lagw1237:1,(gawi1244:1,houl1238:1,kabe1249:1,kalo1266:1,nucl1691:1)mser1242:1)koto1263:1,((moee1234:1,muhu1242:1,zina1234:1)jina1244:1,(hwal1242:1,kaji1238:1,nucl1687:1)maje1243:1)jina1243:1,((afad1236:1,(nucl1689:1,saoo1238:1)masl1241:1)koto1268:1,((doug1242:1,droo1238:1,goul1242:1,mara1413:1,nucl1688:1,wali1273:1)malg1250:1,(bodo1278:1,diga1245:1,maka1322:1,nucl1690:1,shoe1243:1,woul1238:1)mpad1242:1,ngal1301:1)koto1269:1)koto1265:1)koto1267:1,((turr1244:1)hdii1240:1,((dlig1238:1,hedk1239:1,waga1267:1)cent2190:1,ghud1238:1,(dzub1245:1,gwoz1239:1,legh1238:1,zala1252:1)nort3048:1,zala1251:1)lama1288:1,(vemg1241:1,visi1243:1)vemg1240:1)lama1287:1,((((hyil1238:1,pabi1240:1,pela1248:1)bura1292:1,ciba1236:1,nggw1242:1,puta1243:1)bura1297:1,(((luwa1242:1)huba1236:1,marg1266:1)kilb1234:1,(gula1275:1,gwar1244:1,lass1239:1,wurg1238:1)marg1265:1)bium1270:1)bura1296:1,((dghw1239:1,(cine1238:1,(chen1265:1,chik1255:1,gava1240:1)gudu1252:1)gudu1253:1,gvok1239:1)dghw1240:1,(mata1306:1,park1239:1)podo1243:1,((bokw1242:1,ngos1242:1,nucl1680:1)glav1244:1,(malg1251:1,(gama1258:1,gwan1267:1,jamp1241:1,kamb1315:1,kira1252:1,masf1235:1,maza1303:1,mura1277:1,nucl1682:1,ziog1238:1)wand1278:1)wand1281:1)wand1280:1)mand1472:1,((((mike1242:1)dugw1239:1,(dugu1258:1)mere1246:1)dugw1240:1,(gemz1238:1,mine1239:1,zulg1243:1)zulg1242:1)meri1245:1,((dime1245:1,gudu1251:1,mass1267:1,moko1254:1,njel1238:1,zidi1238:1)mofu1248:1,(dour1242:1,waza1238:1)nort3046:1)mofu1250:1,((mada1293:1,muya1243:1,wuzl1236:1)mada1300:1,(baka1279:1,melo1244:1)molo1266:1)toko1243:1)mofu1249:1)marg1267:1,(bald1241:1,((mutu1250:1)nort3047:1,(mimi1245:1,mutu1251:1,rumm1238:1)sout3051:1)gizi1243:1)maro1246:1,((mbar1260:1,((beeg1236:1,mpus1238:1,muzu1238:1,vulu1239:1)munj1246:1,munj1247:1)musg1254:1)musg1256:1,musk1256:1)bium1279:1)nort3156:1;",NA,NA,NA,NA,afro1255/chad1250/bium1280,Afro-Asiatic
hurz1242,Hurza,Africa,hurz1242,NA,10.86345,14.1904,family,Family,"(mbuk1243:1,(dume1239:1,hurz1243:1,mber1261:1,ndre1239:1,gwen1242:1)vame1236:1)hurz1242:1;",NA,NA,NA,NA,afro1255/chad1250/bium1280,Afro-Asiatic
tets1235,Tetserret,Africa,tets1235,tez,14.973333,5.699722,language,Spoken_L1_Language,tets1235:1;,2,0,"['Lux, Cécile. 2013. Le tetserret, langue berbère du Niger: Description phonétique, phonologique et morphologique, dans une perspective comparative. (Berber Studies, 38.) Köln: Rüdiger Köppe. 560pp.', ""Lux, Cécile. 2011. Étude descriptive et comparative d'une langue menacée: le tetserret, langue berbère du Niger. Université Lumière Lyon 2 dissertation. (524pp.)"", 'Walentowitz, Saskia & Abdoulmohamine Khamed Attayoub. 2000-2001. La tetserrét des Ayttawari Seslem: un parler proche du berbère ""septentrional"" chez lez Touaregs de l\'Azawagh. Annuaire de l\'Afrique du Nord XXXIX. 27-48.', ""Drouin, Jeannine. 1984. Nouveaux éléments de sociolinguistique Touaregue: Un parler méridional Nigérien, La Taməsəghlalt. Comptes rendus du Groupe Linguistique d'Etudes Chamito-Sémitiques XXVIII. 507-520.""]",True,afro1255/berb1260/west2724,Afro-Asiatic
zena1248,Zenaga,Africa,zena1248,zen,16.82,-16.1711,language,Spoken_L1_Language,zena1248:1;,4,2,"[""Nicolas, Francis. 1953. La Langue Berbère de Mauritanie. (Mémoires de l'Institut Français d'Afrique Noire, 33.) Dakar: Institut Fondamental d'Afrique Noire, Université de Dakar. 475pp."", 'Basset, René. 1909. Étude sur le dialecte Zenaga. (Mission au Sénégal, I.) Paris: Ernest Leroux. ii+279pp.', ""Le Faidherbe, Louis Léon César Général. 1877. Le Zenaga des Tribus Sénégalaises: Contribution à l'étude de la langue Berbère. Paris: Ernest Leroux. 95pp."", 'Faidherbe, Louis L.C. [Le Général]. 1854. Les berbères et les arabes du bord du Sénégal. Bulletin de la Société de Géographie 7. 89-112.']",True,afro1255/berb1260/west2724,Afro-Asiatic
guan1277,Guanche,Africa,guan1277,gnc,28,-15.5,language,Spoken_L1_Language,guan1277:1;,6,2,"['Böhm, Gerhard. 1996. Sprache und Geschichte im kanarischen Archipel. (Veröff. des Institut für Afrikanistik und Ägyptologie der Univ. Wien, 79; Beiträge zur Afrikanistik, #60.) Wien: Afro-Pub. 327+xcixpp.', 'Villarroya, José Luis de Pando. 1987. Diccionario de la lengua Guanche. Madrid: Pando Ediciones.', 'Wölfel, Dominik J. 1965. Monumenta linguae Canariae. Graz, Austria: Akademische Druck. xviii+928pp.', 'Espinosa, Alonso de. 1907. The Guanches of Tenerife, the holy image of Our Lady of Candelaria, and the Spanish conquest and settlement. (Works issued by the Hakluyt Soc., second series, 21.) Translated and edited, with notes and an introduction, by Sir Clements Markham edn. London: Hakluyt society. 229pp.', 'Basset, René. 1883. Notes de Lexicographie Berbère: dialecte du Rif, dialecte de Djerbah, dialecte de Ghat, dialecte de Kel-Ouï. Journal Asiatique 8(1). 281-342.', 'Macedo, J.J. da Costa de. 1841. Ethnographical remarks on the original languages of the inhabitants of the Canary Islands. Journal of the Royal Geographical Society of London 11. 171-183.', 'Arlett, W. 1836. Survey of some of the Canary Islands, and of part of the western coast of Africa, in 1835. Journal of the Royal Geographical Society of London 6. 285-310.', 'Galindo, Juan de Abreu de. 1632/1977. Historia de la conquista de las siete islas de Canaria. Edición critica con introducción, notas e indice por Alejandro Cioranescu edn. Santa Cruz de Tenerife: Goya Ed.']",True,afro1255/berb1260/unun9880,Afro-Asiatic
taha1241,Tahaggart Tamahaq,Africa,taha1241,thv,22.5908,8.73169,language,Spoken_L1_Language,"(ghat1242:1,hogg1238:1)taha1241:1;",2,0,"['Prasse, Karl-G. 1972, 1973, 1974. Manuel de Grammaire Touaregue (tǎhǎggart). Copenhague: Akademisk Forlag. 274+294+440pp.', 'Motylinski, Adolphe de. 1908. Grammaire, Dialogues et Dictionnaire Touaregs. Alger: Imprimerie Oriéntale Pierre Fontana. 339pp.', 'Hanoteau, Adolphe. 1896. Essai de grammaire de la langue Tamachek. Paris: Jourdan. xxxii+299pp.', ""Hanoteau, Louis-Adolphe. 1860. Essai de grammaire de la langue tamachek': renfermant les principes du langage parlé par les imouchar ou touareg. Alger: Libr. Adolphe Jourdan."", ""Reinaud, Joseph Toussaint. 1858. Rapport sur en essai de grammaire de la langue de Kabyles et sur un mémoire relatif a quelques inscriptions, orthographie en caractères Touaregs. Revue de l'Orient, de l'Algérie et des colonies 6."", 'Richardson, James. 1848. Travels in the Great Desert of Sahara in the years 1845 and 1846; containing a narrative of personal adventures during a tour of nine months through the desert amongst the Touaricks and otjer tribes of Saharan people, including a description of the cases and cities of Ghat, Ghadames, and Mourzuk. London: Richard Bentley. (2 vols).', ""[1826]. 1826. Les tibbous et les touariks. Nouvelles annales des voyages, de la géographie et de l'histoire ou recueil des relations originales inédites 1. 68-80.""]",True,afro1255/berb1260/tuar1240,Afro-Asiatic
sout3263,Southern Tuareg,Africa,sout3263,NA,15.038266666666669,3.2461766666666665,family,Family,"((tadg1238:1,tadh1242:1,timb1263:1)tama1365:1,(ioul1238:1,tawa1287:1,tawa1288:1)tawa1286:1,(airr1242:1,tana1297:1)taya1257:1)sout3263:1;",NA,NA,NA,NA,afro1255/berb1260/tuar1240,Afro-Asiatic
kaby1243,Kabyle,Africa,kaby1243,kab,36.4103,4.76137,language,Spoken_L1_Language,"(less1241:1,farw1241:1,tasa1242:1,grea1281:1)kaby1243:1;",2,0,"[""Chaker, Salem. 1983. Un parler berbère d'Algerie (Kabylie): syntaxe. Aix-en-Provence: Publications de l'Université de Provence. 549+111pp."", ""Chaker, Salem. 1978. Un Parler Berbère d'Algérie (Kabylie). Université de Paris V - René Descartes dissertation. (549+111pp.) (Published by Publications Université de Provence, Aix-en-Provence, 1983., 549+111pp.)"", 'Dallet, J. M. & St. Louis de Vincennes. 1960. Initiation a la langue berbere (Kabylie). Fort-National: Fichier de documentation berbere. 255+311pp.', 'Hanoteau, A. 1906. Essai de Grammaire Kabyle renfermant les principes du langage parlé par les populations du versant nord du Jurjura et speécialement par les Igaouaouen ou Zouaoua. 2nd edn. Alger: Adolphe Jourdan. xxiv+403pp.', 'Boulifa, Si Ammar ben Said. 1897. Une premier année de langue kabyle, dialecte zouaoua. Alger: Adolphe Jourdan. 252pp.', 'Basset, René. 1887. Manuel de Langue Kabyle (Dialecte Zouaoua): Grammaire, Bibliographie, Chrestomathie et Lexique. Paris: Maisonneuve & Leclerc. 186pp.', 'Newman, Francis William. 1845. A grammar of the Berber language. Zeitschrift für die Kunde des Morgenlandes 6. 245-336.', 'Newman, Francis William. 1835/36. Outline of the Kabail grammar. The West of England journal of science and literature 1.', 'Hodgson, William B. 1834. Grammatical Sketch and Specimens of the Berber Language. Transactions of the American Philosophical Society 4. 1-48.', 'Mirievot, Fyodor Ivanovich Jankovich de. 1815. Linguarum totius orbis vocabularia comparativa = Comparative dictionary of all languages and dialects, arranged in alphabetic order. (4 vols.) New edition edn. Moscow.', 'Jackson, James Grey. 1811. An account of the Empire of Morocco and the District of Suse and Tafilelt, compiled from miscellaneous observations made during a long residence in, and various journies through these countries; to which is added an account of shipwrecks on the western coast of Africa and an interesting account of Timbuctoo, the great emporium of central Africa. 2nd edition, corrected and newly arranged edn. London: William Bulmer & Co.', 'Jackson, James Grey. 1809. An account of the Empire of Morocco and the District of Suse, compiled from miscellaneous observations made during a long residence in, and various journies through these countrie; to which is added an accuate and interesting account of Timbuctoo, the great emporium of central Africa. London: William Bulmer & Co.', ""Chaix, Paul Georges Gabriel. 1800. Etude sur l'ethnographie de l'Afrique. Paris."", 'Høst, Georg Hjersing. 1781. Nachrichten von Marókos und Fes: im Lande selbst gesammlet, in den Jahren 1760 bis 1768. Aus dem dänischen übersetzt edn. Kopenhagen: Christian Gottlob Proft.', 'Høst, Georg Hjersing. 1779. Efterretninger om Marokos of Fes: samlede der i landene fra ao. 1760 til 1768. Kjöbenhavn.']",True,afro1255/berb1260/kaby1244,Afro-Asiatic
atla1275,Atlas Berber,Africa,atla1275,NA,32.47515,-4.926258333333333,family,Family,"((cent2195:1,stan1324:1)cent2194:1,(ghom1257:1,(aytb1234:1,ayth1234:1,aytm1234:1,ayts1234:1,keta1244:1,tagh1234:1,zerq1234:1)senh1238:1)nort3248:1,(anti1248:1,haut1247:1,susi1238:1)tach1250:1)atla1275:1;",NA,NA,NA,NA,afro1255/berb1260/kaby1244,Afro-Asiatic
eltu1238,Elt Ulid,Africa,eltu1238,NA,30.1168,10.0165,dialect,Dialect,eltu1238:1;,NA,NA,NA,NA,afro1255/berb1260/ghad1239,Afro-Asiatic
aytw1238,Ayt Waziten,Africa,aytw1238,NA,30.1168,10.0165,dialect,Dialect,aytw1238:1;,NA,NA,NA,NA,afro1255/berb1260/ghad1239,Afro-Asiatic
zena1250,Zenatic,Africa,zena1250,NA,33.638850571046454,3.2322158214686265,family,Family,"((bele1253:1,cent2416:1,east2908:1,tamm1234:1)tach1249:1,(((oued1238:1,tari1264:1,tema1244:1)taga1278:1,tema1243:1)ouar1239:1,(gour1247:1,sout3056:1,toua1238:1)tazn1238:1,(tidi1242:1,titt1238:1)tidi1241:1,tumz1238:1)moza1250:1,(east2803:1,((beni1249:1,(arze1238:1,beni1251:1,beni1250:1,guel1234:1,tems1234:1)cent2333:1,kebd1234:1,(beni1252:1,igze1238:1,meta1239:1)sout3264:1)east2804:1,(boqq1234:1,urri1238:1)west2882:1)riff1234:1)tari1263:1,(beni1254:1,metm1234:1,tach1251:1,tame1243:1)chen1266:1,((nucl1705:1,tmag1238:1)sene1271:1,(doui1234:1,jerb1241:1)tuni1262:1)zuar1239:1)zena1250:1;",NA,NA,NA,NA,afro1255/berb1260/grea1296,Afro-Asiatic
siwi1238,Libyan-Egyptian Oases Berber,Africa,siwi1238,NA,29.1802075,20.7469135,family,Family,"(sawk1238:1,siwi1239:1)siwi1238:1;",NA,NA,NA,NA,afro1255/berb1260/grea1296,Afro-Asiatic
nort3158,Northern-Eastern-Western Agaw,Africa,nort3158,NA,13.46375,37.833825,family,Family,"((bili1260:1,(kham1301:1,(kayl1240:1,semy1238:1)tran1295:1)xamt1239:1)nort3163:1,(demb1239:1,fala1246:1,nucl1704:1,hwar1238:1)qima1242:1)nort3158:1;",NA,NA,NA,NA,afro1255/cush1243/cent2193,Afro-Asiatic
awng1244,Awngi,Africa,awng1244,awn,10.9819,36.6916,language,Spoken_L1_Language,"(dega1239:1,kunf1239:1,kwol1241:1)awng1244:1;",1,0,"['Allene, Yaregal. 2016. A Grammar of Kulazngi. Addis Ababa University dissertation. (xxii+362+48pp.)', 'Conti Rossini, Carlo. 1905. Appunti sulla lingua Awiyā del Danghelà. Giornale della Società Asiatica Italiana 18. 103-194.', ""d'Abbadie, Antoine. 1845. Liste de mots, ms. BnF Ethiopien Abbadie 270, fol. 66rv, 69v, 72-77v. Ms. 15pp.""]",True,afro1255/cush1243/cent2193,Afro-Asiatic
